1185,completions,1,0.07608695652173914,161,20,20
2370,completions,1,0.08571428571428572,161,20,20
3555,completions,1,0.09813664596273292,161,20,20
4740,completions,1,0.09906832298136646,161,20,20
5925,completions,1,0.10465838509316772,161,20,20
7110,completions,1,0.10683229813664596,161,20,20
8295,completions,1,0.10031055900621118,161,20,20
9480,completions,1,0.10590062111801243,161,20,20
10665,completions,1,0.10652173913043478,161,20,20
11850,completions,1,0.10341614906832297,161,20,20
13035,completions,1,0.10776397515527951,161,20,20
14220,completions,1,0.11490683229813664,161,20,20
