295,completions,1,0.06552795031055901,161,20,20
590,completions,1,0.07981366459627329,161,20,20
885,completions,1,0.08850931677018634,161,20,20
1180,completions,1,0.08819875776397515,161,20,20
1475,completions,1,0.09037267080745343,161,20,20
1770,completions,1,0.10031055900621118,161,20,20
2065,completions,1,0.08198757763975156,161,20,20
2360,completions,1,0.08975155279503105,161,20,20
2655,completions,1,0.08788819875776396,161,20,20
2950,completions,1,0.09937888198757763,161,20,20
3245,completions,1,0.09316770186335403,161,20,20
3540,completions,1,0.07639751552795031,161,20,20
3835,completions,1,0.06987577639751552,161,20,20
4130,completions,1,0.08229813664596274,161,20,20
4425,completions,1,0.08260869565217392,161,20,20
4720,completions,1,0.07111801242236024,161,20,20
5015,completions,1,0.07173913043478261,161,20,20
5310,completions,1,0.07018633540372671,161,20,20
5605,completions,1,0.06521739130434782,161,20,20
5900,completions,1,0.09223602484472049,161,20,20
6195,completions,1,0.08354037267080745,161,20,20
6490,completions,1,0.06770186335403726,161,20,20
6785,completions,1,0.08074534161490683,161,20,20
7080,completions,1,0.0968944099378882,161,20,20
7375,completions,1,0.0984472049689441,161,20,20
7670,completions,1,0.084472049689441,161,20,20
7965,completions,1,0.09316770186335403,161,20,20
8260,completions,1,0.0829192546583851,161,20,20
8555,completions,1,0.081055900621118,161,20,20
8850,completions,1,0.08478260869565217,161,20,20
9145,completions,1,0.08354037267080745,161,20,20
9440,completions,1,0.08571428571428572,161,20,20
9735,completions,1,0.0829192546583851,161,20,20
10030,completions,1,0.07639751552795032,161,20,20
10325,completions,1,0.07950310559006211,161,20,20
10620,completions,1,0.07795031055900621,161,20,20
10915,completions,1,0.08260869565217392,161,20,20
11210,completions,1,0.08354037267080745,161,20,20
11505,completions,1,0.07111801242236024,161,20,20
11800,completions,1,0.06708074534161491,161,20,20
12095,completions,1,0.06304347826086956,161,20,20
12390,completions,1,0.07204968944099378,161,20,20
12685,completions,1,0.05403726708074535,161,20,20
12980,completions,1,0.06925465838509316,161,20,20
13275,completions,1,0.06273291925465839,161,20,20
13570,completions,1,0.06987577639751552,161,20,20
13865,completions,1,0.08478260869565217,161,20,20
14160,completions,1,0.06490683229813665,161,20,20
