Dataset,Pass@k,Estimate,NumProblems,MinCompletions,MaxCompletions
eval_lua_checkpoint-130,1,0.39285714285714285,161,20,20
eval_lua_checkpoint-260,1,0.4385093167701863,161,20,20
eval_lua_checkpoint-390,1,0.4161490683229814,161,20,20
eval_lua_checkpoint-520,1,0.4105590062111801,161,20,20
eval_lua_checkpoint-650,1,0.4105590062111801,161,20,20
