Dataset,Pass@k,Estimate,NumProblems,MinCompletions,MaxCompletions
ocaml_completions_checkpoint_9224,1,0.07756410256410258,156,20,20
ocaml_completions_checkpoint_18448,1,0.0846153846153846,156,20,20
ocaml_completions_checkpoint_27672,1,0.10673076923076924,156,20,20
ocaml_completions_checkpoint_final,1,0.10352564102564102,156,20,20
