Dataset,Pass@k,Estimate,NumProblems,MinCompletions,MaxCompletions
checkpoint_11796,1,0.15279503105590064,161,20,20
checkpoint_1966,1,0.11956521739130435,161,20,20
checkpoint_3932,1,0.12826086956521737,161,20,20
checkpoint_5898,1,0.13850931677018632,161,20,20
checkpoint_7864,1,0.13509316770186336,161,20,20
checkpoint_9830,1,0.14254658385093166,161,20,20
checkpoint_13762,1,0.1515527950310559,161,20,20

