Dataset,Pass@k,Estimate,NumProblems,MinCompletions,MaxCompletions
checkpoint_11796/eval,1,0.15279503105590064,161,20,20
checkpoint_1966/eval,1,0.11956521739130435,161,20,20
checkpoint_3932/eval,1,0.12826086956521737,161,20,20
checkpoint_5898/eval,1,0.13850931677018632,161,20,20
checkpoint_7864/eval,1,0.13509316770186336,161,20,20
checkpoint_9830/eval,1,0.14254658385093166,161,20,20
checkpoint_final/eval,1,0.1515527950310559,161,20,20

