Dataset,Pass@k,Estimate,NumProblems,MinCompletions,MaxCompletions
ocaml_completions_checkpoint_8411,1,0.0858974358974359,156,20,20
ocaml_completions_checkpoint_16822,1,0.10512820512820512,156,20,20
ocaml_completions_checkpoint_25233,1,0.11025641025641025,156,20,20
ocaml_completions_checkpoint_final,1,0.12179487179487179,156,20,20
